,Unnamed: 0,cylinderRate,memoryRate,machine_componentRate,printed_circuit_boardRate,solid_stateRate,processor_controllerRate,cylinder수입,solid_state수입
25,25,153.1439962591982,-39.4,-34.3,-50.2,93.94328008207532,144.88267698275823,153.1439962591982,93.94328008207532
26,26,-15.525957612288549,-38.2,-31.9,-39.7,28.28399236742174,4.730972132681448,-15.525957612288549,28.28399236742174
27,27,74.05109909080446,-37.8,-27.6,-36.2,49.5979499867456,54.3046861246208,74.05109909080446,49.5979499867456
28,28,15.54554892120106,-37.7,-24.8,-34.3,18.063595195904707,4.261550503535479,15.54554892120106,18.063595195904707
29,29,9.058445831878815,-38.7,-26.2,-32.6,23.59062445280124,39.30425273589028,9.058445831878815,23.59062445280124
30,30,10.85364061876876,-39.1,-25.0,-31.0,22.26877433022312,0.5971123892805127,10.85364061876876,22.26877433022312
31,31,37.76839474381793,-38.9,-23.7,-28.9,20.817975147328227,29.006007128235733,37.76839474381793,20.817975147328227
32,32,-10.113247481480464,-38.3,-21.4,-27.4,19.51305285080108,-0.5209063577093461,-10.113247481480464,19.51305285080108
33,33,49.65521195672948,-36.6,-18.5,-26.2,19.5505214364054,19.07241799656857,49.65521195672948,19.5505214364054
34,34,-10.45073854508024,-34.4,-15.1,-22.9,11.730559613349913,-0.9776907483340584,-10.45073854508024,11.730559613349913
35,35,-76.19289383537223,-30.9,-11.3,-19.0,-75.23194836627673,-83.45843492736572,-76.19289383537223,-75.23194836627673
36,36,-12.259935064157093,34.5,38.9,81.0,4.0231478272922585,-12.342236229162024,-12.259935064157093,4.0231478272922585
37,37,124.33705655842915,30.2,42.5,61.6,114.52968675394472,142.8752490684899,124.33705655842915,114.52968675394472
38,38,-4.305165833794913,35.9,41.0,50.2,-7.958633326259452,-7.027974833764383,-4.305165833794913,-7.958633326259452
39,39,88.7468356040657,35.9,40.3,49.0,62.89625076621135,61.74282997039672,88.7468356040657,62.89625076621135
40,40,-8.166972204998247,32.4,41.6,46.1,-3.040387755595218,-2.027083463151349,-8.166972204998247,-3.040387755595218
41,41,41.91311112660499,31.8,37.4,47.0,32.827031261126535,44.92152268389241,41.91311112660499,32.827031261126535
42,42,11.94075391879522,32.4,33.3,43.8,1.7131384395992044,-5.758623064326176,11.94075391879522,1.7131384395992044
43,43,10.64323729972465,34.4,36.6,40.0,31.00759258820026,32.18862273075864,10.64323729972465,31.00759258820026
44,44,6.66271381417557,34.4,36.8,36.6,4.782471379401216,-2.9955418320295126,6.66271381417557,4.782471379401216
45,45,12.40379571416268,35.7,43.1,33.7,22.91156713337596,25.481837639859062,12.40379571416268,22.91156713337596
46,46,5.200762021516312,36.3,43.4,33.0,1.7531391405807035,-2.6386511904796723,5.200762021516312,1.7531391405807035
47,47,-84.41919593198793,37.6,41.6,33.5,-79.13920856186306,-83.11487849409812,-84.41919593198793,-79.13920856186306
48,48,66.52430732619412,76.9,24.6,30.6,-14.3903103085425,-10.610344113953625,66.52430732619412,-14.3903103085425
49,49,39.142306661733,60.5,12.9,24.5,102.87688776957393,128.00690993203207,39.142306661733,102.87688776957393
50,50,14.810637322329208,48.9,5.8,16.4,1.1019832308741722,-8.002091449454417,14.810637322329208,1.1019832308741722
51,51,16.723508598174135,44.2,2.1,16.0,52.74651133554038,61.9392433865367,16.723508598174135,52.74651133554038
52,52,12.565776418341445,46.6,-0.1,16.8,-1.9720218711162447,-5.132555156656655,12.565776418341445,-1.9720218711162447
53,53,27.392592817738333,39.2,-0.9,14.0,34.389649353084565,46.18996317429274,27.392592817738333,34.389649353084565
54,54,-1.2800385562405756,37.3,-2.5,12.7,0.3309113703146052,-6.144941690699532,-1.2800385562405756,0.3309113703146052
55,55,25.367420479839907,32.9,-6.0,14.7,19.985968641158376,35.0954632139128,25.367420479839907,19.985968641158376
56,56,-5.455309567322892,27.2,-10.1,16.2,2.6528112706853544,-4.201666081771963,-5.455309567322892,2.6528112706853544
57,57,23.876181116009345,23.1,-17.5,18.6,18.62265146165915,26.378433141894075,23.876181116009345,18.62265146165915
58,58,-4.611198625232708,20.1,-20.6,18.6,-2.5921001039908624,-3.613524089919165,-4.611198625232708,-2.5921001039908624
59,59,-82.01246921952625,17.2,-22.0,18.0,-85.57014972391644,-82.08610809275399,-82.01246921952625,-85.57014972391644
60,60,-21.868974184326404,-27.4,-44.3,8.8,-27.72286234081261,-4.357594580944375,-21.868974184326404,-27.72286234081261
61,61,145.56315459892195,-22.7,-37.2,20.1,112.5113618883808,111.21278734598712,145.56315459892195,112.5113618883808
62,62,-22.647179415382464,-20.8,-39.2,19.7,-13.25665102751219,-6.514621048828198,-22.647179415382464,-13.25665102751219
63,63,102.16546757939508,-22.3,-39.0,13.7,42.80967661182039,58.5582920066869,102.16546757939508,42.80967661182039
64,64,-21.20689875684248,-23.6,-35.3,14.4,-11.1109340472548,-3.735089369919234,-21.20689875684248,-11.1109340472548
65,65,73.13971277498001,-23.8,-31.1,12.6,34.731891549489355,37.49275639452831,73.13971277498001,34.731891549489355
66,66,-23.72715703025573,-24.9,-26.7,13.3,-11.002443903326103,-2.246822105432285,-23.72715703025573,-11.002443903326103
67,67,58.69808375431739,-25.4,-27.6,13.2,30.772029324256305,28.284784471987013,58.69808375431739,30.772029324256305
68,68,-16.832478778115124,-23.2,-24.5,13.1,-11.150999626521545,1.6977992603937602,-16.832478778115124,-11.150999626521545
69,69,47.251680375864055,-18.6,-20.8,13.9,23.47493759061157,19.525855915970347,47.251680375864055,23.47493759061157
70,70,-5.702395841074137,-18.6,-19.3,16.6,-10.958880316257162,0.0606036787432874,-5.702395841074137,-10.958880316257162
71,71,-82.49343986049749,-19.5,-18.5,18.4,-90.72877652933832,-82.11195258122311,-82.49343986049749,-90.72877652933832
72,72,-16.736902595536826,-14.6,54.5,43.1,-2.116647029119677,-19.750201337907853,-16.736902595536826,-2.116647029119677
73,73,158.19175245873353,-11.7,22.0,30.9,120.0765229353854,147.27918385183725,158.19175245873353,120.0765229353854
74,74,-9.480573289553991,-9.1,22.2,25.5,1.090014064697609,-8.712132911959083,-9.480573289553991,1.090014064697609
75,75,66.30015897312222,-0.5,20.7,28.2,41.36425120772947,68.92274232537103,66.30015897312222,41.36425120772947
76,76,-7.20743917345148,1.4,14.6,26.4,14.92017059434633,-12.252118307260853,-7.20743917345148,14.92017059434633
77,77,60.56504238774743,7.7,9.0,23.3,22.190767327615944,48.7927920326788,60.56504238774743,22.190767327615944
78,78,-14.215594744808572,12.1,4.1,20.9,5.149571193551841,-10.704778505618824,-14.215594744808572,5.149571193551841
79,79,52.068142295785,12.7,3.7,17.9,18.55448679374543,41.09832553179088,52.068142295785,18.55448679374543
80,80,-13.508282791983836,12.2,1.5,15.1,0.8199345614130986,-7.41583660011646,-13.508282791983836,0.8199345614130986
81,81,41.1733223476306,7.5,-1.0,12.3,11.17970087290584,28.0407571835818,41.1733223476306,11.17970087290584
82,82,-12.51384247019504,9.0,0.4,8.0,6.421769086615161,-6.814206236421293,-12.51384247019504,6.421769086615161
83,83,-83.81090581497119,12.3,1.7,4.5,-90.86023265100386,-82.91953687166108,-83.81090581497119,-90.86023265100386
84,84,16.09991899411827,21.3,-25.5,-20.6,-9.712075633863344,-10.922768272141653,16.09991899411827,-9.712075633863344
85,85,102.56262466156518,13.7,-8.6,-18.9,126.8760907504363,118.6103069224216,102.56262466156518,126.8760907504363
86,86,9.82017499522638,11.8,-0.7,-16.6,-10.297202797202797,-1.7166537605468726,9.82017499522638,-10.297202797202797
87,87,47.63024935054309,4.6,4.8,-14.9,51.61566946014422,51.67828374290801,47.63024935054309,51.61566946014422
88,88,1.220925936189473,0.6,4.9,-16.5,0.7969766305884772,1.476408086083472,1.220925936189473,0.7969766305884772
89,89,35.68360030023796,-0.1,6.0,-15.5,36.27158415589053,38.08156333986648,35.68360030023796,36.27158415589053
90,90,0.7307554558646236,-2.4,7.7,-15.3,-0.4810211873923785,2.4662739660884068,0.7307554558646236,-0.4810211873923785
91,91,24.382671227045787,-3.3,7.5,-14.5,22.516033175979388,28.828489645447338,24.382671227045787,22.516033175979388
92,92,-1.7948232755323474,-2.3,6.4,-12.2,2.506792748261517,2.768316062893468,-1.7948232755323474,2.506792748261517
93,93,22.79407845918589,-1.8,6.2,-11.5,16.40259973643225,19.9344568359717,22.79407845918589,16.40259973643225
94,94,5.476707965665408,0.3,4.3,-10.4,6.235767860129425,2.628777772621214,5.476707965665408,6.235767860129425
95,95,-81.50100075861407,3.3,2.9,-8.3,-83.30507653555512,-78.94994782824548,-81.50100075861407,-83.30507653555512
96,96,-12.048708150345064,7.1,24.2,8.0,-6.854780211809082,-17.73557244302194,-12.048708150345064,-6.854780211809082
97,97,136.04098440387796,9.9,15.5,4.4,118.91597227630244,126.93489700713334,136.04098440387796,118.91597227630244
98,98,-10.322896147389878,15.2,1.7,2.5,-5.343104122941197,-4.1528514741068046,-10.322896147389878,-5.343104122941197
99,99,56.46527558645029,14.3,-5.4,-4.3,58.30733962193243,55.31642400861857,56.46527558645029,58.30733962193243
100,100,-7.131654536803708,14.9,-8.3,-5.5,-9.353337764694713,-4.868649220385814,-7.131654536803708,-9.353337764694713
101,101,39.8798228969007,14.7,-5.5,-5.5,47.49895244081291,42.383317258934255,39.8798228969007,47.49895244081291
102,102,-1.041374632602306,16.5,-0.6,-4.7,-6.058131070115943,-5.811704395887264,-1.041374632602306,-6.058131070115943
103,103,29.475082287320976,20.7,10.7,-5.7,35.83322308113932,30.47783778627307,29.475082287320976,35.83322308113932
104,104,-2.445835985116292,29.8,13.9,-7.2,-6.223910502588078,-1.7225630954389295,-2.445835985116292,-6.223910502588078
105,105,20.30108553829531,32.1,15.1,-6.9,41.23451294606425,20.89406749363101,20.30108553829531,41.23451294606425
106,106,5.254927747750637,34.0,19.5,-7.0,-4.006933865630089,-3.1454247262012145,5.254927747750637,-4.006933865630089
107,107,-83.51853262732848,27.8,21.9,-8.0,-81.61232776263803,-84.97077202047181,-83.51853262732848,-81.61232776263803
108,108,-18.43212259190348,12.8,3.6,-23.5,0.1547526932920659,5.29687780055713,-18.43212259190348,0.1547526932920659
109,109,160.1651990960804,22.6,20.5,-18.5,122.220241278897,106.0921571606057,160.1651990960804,122.220241278897
110,110,0.0707951107807339,22.6,38.7,-17.4,-1.954911347043564,-5.15964460315324,0.0707951107807339,-1.954911347043564
111,111,61.69428897166662,21.0,49.4,-15.5,67.37221100867383,51.90001002717051,61.69428897166662,67.37221100867383
112,112,8.686352973644267,26.7,46.8,-13.4,-9.295655291548517,-0.5654845860509843,8.686352973644267,-9.295655291548517
113,113,23.212922664362807,23.0,38.5,-10.9,43.53731718710698,35.003645545474214,23.212922664362807,43.53731718710698
114,114,18.529050677369536,20.2,30.0,-9.4,-2.8989861058956063,0.1732499786883128,18.529050677369536,-2.8989861058956063
115,115,22.990120360073067,16.5,21.4,-7.8,28.362595715059168,25.107490964779927,22.990120360073067,28.362595715059168
116,116,7.731780144607227,4.5,19.3,-8.4,-5.918092713103559,0.1727542256153351,7.731780144607227,-5.918092713103559
117,117,22.03543752825441,0.3,19.9,-9.6,26.4007343915118,19.3697944769257,22.03543752825441,26.4007343915118
118,118,-2.3371284515851967,-2.8,16.5,-9.5,4.389609512228077,1.6819828813256028,-2.3371284515851967,4.389609512228077
119,119,-86.7452715870939,-0.6,14.2,-8.5,-80.8063811542382,-84.91892006574834,-86.7452715870939,-80.8063811542382
120,120,-14.117414668983017,28.2,14.5,4.3,18.566129983983814,-9.668398040819952,-14.117414668983017,18.566129983983814
121,121,182.45736123233704,27.2,1.2,3.8,100.89225409690376,138.91705403418234,182.45736123233704,100.89225409690376
122,122,-21.72207305207685,31.7,-4.9,3.8,-6.593173252172066,-15.529802312851466,-21.72207305207685,-6.593173252172066
123,123,95.0748048193028,32.9,-12.4,6.5,50.26805842347548,73.10735830902144,95.0748048193028,50.26805842347548
124,124,7.446199031110831,33.3,-7.4,6.9,-0.3454274980459393,-9.837337561630736,7.446199031110831,-0.3454274980459393
125,125,25.45090358877644,35.2,-6.4,6.0,29.82618156057079,50.9418775825875,25.45090358877644,29.82618156057079
126,126,9.62683364999437,35.2,-3.2,3.5,4.914981729598051,-5.921902958744735,9.62683364999437,4.914981729598051
127,127,19.664220433067552,37.7,-0.6,3.7,25.210599151101988,36.49735518576922,19.664220433067552,25.210599151101988
128,128,6.668305983040808,43.2,4.1,6.1,2.369949485583734,-4.384273892395695,6.668305983040808,2.369949485583734
129,129,27.81606978972901,48.5,8.0,6.7,21.22413193438061,25.06997013605932,27.81606978972901,21.22413193438061
130,130,-0.0815009792027877,48.8,9.7,9.6,3.8703160210162646,-4.310609039048472,-0.0815009792027877,3.8703160210162646
131,131,-74.69263202348598,45.4,11.7,10.3,-78.98132056579234,-82.48747547509075,-74.69263202348598,-78.98132056579234
132,132,-26.44331700489853,25.9,30.1,21.0,-9.086926762491444,-22.005445254026995,-26.44331700489853,-9.086926762491444
133,133,200.49306146345032,30.6,30.7,5.1,119.7675118954406,149.7868933848477,200.49306146345032,119.7675118954406
134,134,-35.33126325509655,24.8,24.2,0.2,23.62831615873712,-14.34016933777253,-35.33126325509655,23.62831615873712
135,135,115.59993786198142,28.9,22.0,-2.1,83.43253638368859,73.6317335449738,115.59993786198142,83.43253638368859
136,136,-33.078117232981974,21.1,21.6,-4.2,-10.536524644844734,-8.993303424862134,-33.078117232981974,-10.536524644844734
137,137,78.61590897721167,21.5,22.8,-4.2,43.41253866832372,47.55958638469719,78.61590897721167,43.41253866832372
138,138,-22.024508275774725,23.7,26.1,-3.0,-15.90981877095814,-5.645745968634017,-22.024508275774725,-15.90981877095814
139,139,52.58386906095856,22.2,24.2,-3.6,87.82169400774026,29.208168752818025,52.58386906095856,87.82169400774026
140,140,-10.70756715706042,17.7,27.6,-5.6,10.21738482182794,-2.526572307859167,-10.70756715706042,10.21738482182794
141,141,34.120567936810325,16.2,27.8,-4.9,9.714458867900024,20.20757885805984,34.120567936810325,9.714458867900024
142,142,-11.548325949323816,17.6,48.4,-6.9,12.085470507003354,-2.745120017645134,-11.548325949323816,12.085470507003354
143,143,-82.54707022767337,20.6,56.5,-7.1,-84.9998569948232,-84.00033708651908,-82.54707022767337,-84.9998569948232
144,144,-25.59340096604985,24.3,75.6,-12.8,52.76327368729833,-22.71083068171608,-25.59340096604985,52.76327368729833
145,145,179.01936347910194,8.7,69.8,-11.1,12.28565393551856,153.90542085784065,179.01936347910194,12.28565393551856
146,146,-8.797788853067527,6.6,92.1,-7.1,60.67037195382642,-13.238988658982842,-8.797788853067527,60.67037195382642
147,147,59.57183352265169,14.3,113.2,-5.4,2.7508727861035425,71.1800616068833,59.57183352265169,2.7508727861035425
148,148,-6.981339851437074,28.0,131.9,-4.1,25.83271612291724,-10.839989348250036,-6.981339851437074,25.83271612291724
149,149,58.83754989801256,28.9,128.7,-3.8,11.999637784061676,59.60423609912608,58.83754989801256,11.999637784061676
150,150,-4.251846735093888,28.0,116.1,-2.7,10.586103740509074,-10.97794035665882,-4.251846735093888,10.586103740509074
151,151,36.56518413797704,25.5,103.3,-0.5,12.592262725692658,41.536304270113234,36.56518413797704,12.592262725692658
152,152,0.953878560802823,25.4,82.9,1.6,16.318573309169476,-9.334663182852234,0.953878560802823,16.318573309169476
153,153,12.384246319885536,21.9,71.1,1.3,65.27601913292817,32.00640917805283,12.384246319885536,65.27601913292817
154,154,13.667394072941534,17.9,41.4,1.6,-22.9831974059153,-5.335681921592027,13.667394072941534,-22.9831974059153
155,155,-89.1203354717056,13.8,28.9,1.2,-69.79100216892064,-80.98889544612686,-89.1203354717056,-69.79100216892064
156,156,39.298147184274384,-4.7,-24.8,-0.4,7.5426625664849745,-1.7779738241404486,39.298147184274384,7.5426625664849745
157,157,81.17128112057105,12.3,-21.8,8.0,63.55480830592509,120.14013538527072,81.17128112057105,63.55480830592509
158,158,31.559464946725026,3.4,-27.3,6.3,20.809103255772072,-14.623050887374353,31.559464946725026,20.809103255772072
159,159,17.6967538866222,-2.1,-32.7,3.7,40.96494796696966,63.99624402505126,17.6967538866222,40.96494796696966
160,160,6.607668136728748,-4.7,-38.0,3.9,13.147117204246593,-9.065862628595328,6.607668136728748,13.147117204246593
161,161,13.761820695384657,-4.9,-36.6,1.7,16.15478373968543,55.63470179930016,13.761820695384657,16.15478373968543
162,162,7.727943745943904,-6.1,-33.5,1.8,16.802723597132914,-9.760310191912131,7.727943745943904,16.802723597132914
163,163,25.26678635642657,-4.3,-28.2,1.7,6.984757528311445,39.66437363990397,25.26678635642657,6.984757528311445
164,164,-1.4679917241160632,-3.1,-23.0,1.8,14.660088292936162,-5.720788105550206,-1.4679917241160632,14.660088292936162
165,165,22.58500686791453,0.0,-20.5,3.2,2.529130984135897,29.8862035873106,22.58500686791453,2.529130984135897
166,166,8.477802128758984,2.1,-18.0,3.6,18.443753722708696,-6.155803538025538,8.477802128758984,18.443753722708696
167,167,-85.08463200826678,4.5,-15.5,4.7,-83.58944716598508,-81.12670477410492,-85.08463200826678,-83.58944716598508
168,168,-25.05137912385073,21.9,5.3,28.2,-0.1896163058282064,-11.615176123100207,-25.05137912385073,-0.1896163058282064
169,169,232.74426324144892,4.3,-1.4,23.2,103.18607701401592,128.646186839259,232.74426324144892,103.18607701401592
170,170,-25.775128654983444,8.8,-1.9,26.5,2.8026480711169777,-3.9375229686416975,-25.775128654983444,2.8026480711169777
171,171,89.00277125664874,5.7,0.4,27.5,44.54765853562388,56.550582589446506,89.00277125664874,44.54765853562388
172,172,-8.980386852427973,2.8,-1.1,29.4,10.058673648285374,-0.6067475727873791,-8.980386852427973,10.058673648285374
173,173,41.10950424978494,4.3,-0.4,32.1,32.87084236013763,40.0410961595281,41.10950424978494,32.87084236013763
174,174,-10.002948805132124,7.7,1.2,32.2,9.38565257180308,-0.1679937874939007,-10.002948805132124,9.38565257180308
175,175,31.67715610857308,11.0,-5.8,31.2,18.69252773830096,28.39229804317896,31.67715610857308,18.69252773830096
176,176,-7.235291578538439,12.8,-6.4,30.7,4.322876267631934,-0.3140342082729483,-7.235291578538439,4.322876267631934
177,177,27.568787300502866,13.4,-8.0,30.3,14.380916319575917,22.700681811709003,27.568787300502866,14.380916319575917
178,178,-7.786348839344949,17.4,-7.6,31.3,6.025409971384548,1.1094454712822126,-7.786348839344949,6.025409971384548
179,179,-87.50755627944855,20.4,-4.1,31.2,-72.36335886281876,-82.54274063509635,-87.50755627944855,-72.36335886281876
180,180,33.1059762262197,28.4,59.9,21.0,-46.09384857812743,0.74489138820029,33.1059762262197,-46.09384857812743
181,181,74.57957735244976,37.2,59.3,29.3,204.5040091887449,113.11595387034356,74.57957735244976,204.5040091887449
182,182,10.312661308163117,36.9,60.5,28.9,-27.36515053192535,-1.6717671621288972,10.312661308163117,-27.36515053192535
183,183,50.011698251946925,39.6,46.7,32.1,91.9061202489743,54.65137455018525,50.011698251946925,91.9061202489743
184,184,-2.155216674448748,39.9,46.1,31.2,-30.092929842201382,2.1891928080777148,-2.155216674448748,-30.092929842201382
185,185,28.55892550577305,42.2,43.6,30.8,90.08833484685874,40.89454778275857,28.55892550577305,90.08833484685874
186,186,9.706475347594983,36.6,40.9,28.4,-26.259213255313213,1.0680351490966562,9.706475347594983,-26.259213255313213
187,187,13.655151305832373,32.7,41.9,26.9,98.9029657356752,32.69335113227376,13.655151305832373,98.9029657356752
188,188,-12.2,28.2,33.6,25.2,,,-12.2,
